event_id,event_time,source,user,src_ip,geo_city,geo_country,device_id,app,result,failure_reason
evt_17257eefc0,2026-09-08T09:40:10Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_7d7a290856,2026-09-08T09:41:49Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_9cf1358674,2026-09-08T09:43:17Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_3523b1c83e,2026-09-08T09:43:30Z,okta,dwilson,203.0.113.20,London,GB,dev-fe6fdb,slack,SUCCESS,
evt_fe1fcdda69,2026-09-08T09:44:43Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_67b6b285f9,2026-09-08T09:46:11Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_f8c8caae2e,2026-09-08T09:47:36Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_796ed56af9,2026-09-08T09:48:34Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_098cc27b63,2026-09-08T09:49:03Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_9512dea79f,2026-09-08T09:50:34Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_7e0b636599,2026-09-08T09:52:00Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_d58072c018,2026-09-08T09:52:07Z,okta,abryant,67.209.247.38,London,GB,dev-7ecba6,workday,SUCCESS,
evt_152c1ead24,2026-09-08T09:53:35Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_a3bd7f23a9,2026-09-08T09:55:00Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_6a2f5c5c6a,2026-09-08T09:56:34Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_ec8f173778,2026-09-08T09:57:58Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_db2c6bb6fb,2026-09-08T09:58:06Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_da36f0065e,2026-09-08T09:59:33Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_36fc2e4602,2026-09-08T09:59:41Z,okta,amartin,203.0.113.20,London,GB,dev-31466a,slack,SUCCESS,
evt_70dbeccae3,2026-09-08T10:01:02Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_9bcaefd5f0,2026-09-08T10:02:30Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_49d4fb5b7c,2026-09-08T10:04:10Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_fefc6ca5c4,2026-09-08T10:05:04Z,okta,acollins,67.61.40.73,London,GB,dev-dc78fb,slack,SUCCESS,
evt_1690ca487b,2026-09-08T10:05:23Z,okta,kgriffin,98.108.128.254,London,GB,dev-f959de,email,SUCCESS,
evt_8ac8b7e299,2026-09-08T10:05:35Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_4a2b5451d3,2026-09-08T10:07:12Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_844a777ff8,2026-09-08T10:07:49Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_8fe551f64a,2026-09-08T10:08:48Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_311b9327c3,2026-09-08T10:08:55Z,okta,ngonzales,24.107.89.97,London,GB,dev-efd688,salesforce,SUCCESS,
evt_7dbdbadbfa,2026-09-08T10:10:16Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_ba0b1b1053,2026-09-08T10:10:55Z,okta,dwilson,203.0.113.20,London,GB,dev-fe6fdb,workday,SUCCESS,
evt_c35be83a44,2026-09-08T10:11:56Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_355c2f8e78,2026-09-08T10:13:11Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_8249b42bd3,2026-09-08T10:14:43Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_ffc1490ac2,2026-09-08T10:15:13Z,okta,amartin,203.0.113.20,London,GB,dev-31466a,slack,SUCCESS,
evt_6e1e18fe3c,2026-09-08T10:16:13Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_f8f5c1e56e,2026-09-08T10:17:43Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_f57e8126c3,2026-09-08T10:18:00Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_2e6a860f3a,2026-09-08T10:18:05Z,okta,rtaylor,73.213.39.154,London,GB,dev-ccf588,workday,SUCCESS,
evt_298c29a1b5,2026-09-08T10:19:18Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_816c0ce1a5,2026-09-08T10:20:46Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_a23a90af7b,2026-09-08T10:21:11Z,okta,rtaylor,73.213.39.154,London,GB,dev-ccf588,workday,SUCCESS,
evt_ceeae5bcb7,2026-09-08T10:22:15Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_ee5c3e8d8e,2026-09-08T10:23:52Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_a50f144fb3,2026-09-08T10:25:21Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_5ff967336d,2026-09-08T10:26:45Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_ed9bb34308,2026-09-08T10:28:11Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_9d0ea0421c,2026-09-08T10:28:18Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_92f314f5c3,2026-09-08T10:28:46Z,okta,jsmith,203.0.113.20,London,GB,dev-ab95a7,github,SUCCESS,
evt_db0a171eb7,2026-09-08T10:29:48Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_5f1b2fc05c,2026-09-08T10:31:14Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_fae21c40d8,2026-09-08T10:32:47Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_d0110011bd,2026-09-08T10:34:13Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_17552fbe0d,2026-09-08T10:35:37Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_72e783a0d1,2026-09-08T10:36:54Z,okta,thill,99.158.217.51,London,GB,dev-c448b8,email,SUCCESS,
evt_1486a9554c,2026-09-08T10:37:05Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_a6be8f797e,2026-09-08T10:38:19Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_88f6dbe1b3,2026-09-08T10:38:34Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_198020d4af,2026-09-08T10:40:04Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_d2bf015de4,2026-09-08T10:41:27Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_8eb7a46409,2026-09-08T10:43:07Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_4dfcd2c0fe,2026-09-08T10:44:41Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_98a4c516d2,2026-09-08T10:46:12Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_9a3238f2d9,2026-09-08T10:47:44Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_fd1eaaae20,2026-09-08T10:48:05Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_0b51ccb703,2026-09-08T10:48:58Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_144cbccd5f,2026-09-08T10:49:22Z,okta,acollins,67.61.40.73,London,GB,dev-dc78fb,gdrive,SUCCESS,
evt_e64ab83e7b,2026-09-08T10:50:27Z,okta,rtaylor,73.213.39.154,London,GB,dev-ccf588,workday,SUCCESS,
evt_4ae886b2bc,2026-09-08T10:50:34Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_0f138f5134,2026-09-08T10:51:58Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_cfa6541209,2026-09-08T10:53:09Z,okta,pmartin,73.212.31.199,London,GB,dev-bce908,slack,SUCCESS,
evt_5c0a03004c,2026-09-08T10:53:31Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_e463daba3e,2026-09-08T10:54:04Z,okta,thill,99.158.217.51,London,GB,dev-c448b8,slack,SUCCESS,
evt_0dcfaf8aa5,2026-09-08T10:54:54Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_0c80de0411,2026-09-08T10:56:29Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_63f61b1b29,2026-09-08T10:57:56Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_05da7d2460,2026-09-08T10:58:15Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_6fffb95140,2026-09-08T10:59:25Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_4e1765d759,2026-09-08T11:00:00Z,okta,mhayes,198.51.100.40,New York,US,dev-c09e14,email,SUCCESS,
evt_f1aa8cff4c,2026-09-08T11:00:00Z,okta,sprice,198.51.100.40,New York,US,dev-605a05,workday,SUCCESS,
evt_c5214c856b,2026-09-08T11:00:30Z,okta,jsmith,203.0.113.20,London,GB,dev-ab95a7,email,SUCCESS,
evt_644faa6837,2026-09-08T11:01:04Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_962929cc1f,2026-09-08T11:02:40Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_aa25a8ec02,2026-09-08T11:04:02Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_13d714a1a3,2026-09-08T11:04:20Z,okta,kbell,67.64.130.199,London,GB,dev-051800,email,SUCCESS,
evt_2869dc1bfd,2026-09-08T11:05:27Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_9851cf4bf9,2026-09-08T11:06:58Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_3171f8821c,2026-09-08T11:08:12Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_c479a2c6ac,2026-09-08T11:08:27Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_488edbad73,2026-09-08T11:10:02Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_cfb12ceb0f,2026-09-08T11:11:23Z,okta,ngonzales,24.107.89.97,London,GB,dev-efd688,email,SUCCESS,
evt_e7ce6004db,2026-09-08T11:11:28Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_d9ba10d8f3,2026-09-08T11:12:46Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_0ebefa26d3,2026-09-08T11:13:29Z,okta,aedwards,203.0.113.20,London,GB,dev-b8cc30,gdrive,SUCCESS,
evt_4bc09f37f0,2026-09-08T11:14:11Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_c8c1e774fd,2026-09-08T11:15:40Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_62ddff91f2,2026-09-08T11:17:13Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_548e95910a,2026-09-08T11:17:42Z,okta,amartin,203.0.113.20,London,GB,dev-31466a,gdrive,FAILURE,invalid_credentials
evt_80f371664b,2026-09-08T11:18:03Z,okta,aedwards,203.0.113.20,London,GB,dev-b8cc30,workday,SUCCESS,
evt_77f7d8ce10,2026-09-08T11:18:18Z,okta,amartin,203.0.113.20,London,GB,dev-31466a,gdrive,SUCCESS,
evt_cb0956ee5f,2026-09-08T11:18:30Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_8be6ec57e0,2026-09-08T11:18:47Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_eccda768aa,2026-09-08T11:20:25Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_e7291812e6,2026-09-08T11:21:05Z,okta,rtaylor,73.213.39.154,London,GB,dev-ccf588,workday,SUCCESS,
evt_a902654a31,2026-09-08T11:21:56Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_e943c5acd8,2026-09-08T11:22:30Z,okta,dlewis,198.51.100.40,New York,US,dev-979ee1,email,FAILURE,invalid_credentials
evt_23b3d8cc2b,2026-09-08T11:23:10Z,okta,dlewis,198.51.100.40,New York,US,dev-979ee1,email,SUCCESS,
evt_69623a838b,2026-09-08T11:23:25Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_c2fe907b32,2026-09-08T11:24:59Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_5db32c01ad,2026-09-08T11:25:12Z,okta,bjackson,73.87.52.47,London,GB,dev-8008fa,gdrive,SUCCESS,
evt_3a00ca7cd3,2026-09-08T11:26:29Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_30a9e27597,2026-09-08T11:27:56Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_fa1aa9b04d,2026-09-08T11:28:36Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_2a4133aed3,2026-09-08T11:29:23Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_f1477ec818,2026-09-08T11:30:58Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_58b5affb59,2026-09-08T11:31:22Z,okta,pmartin,73.212.31.199,London,GB,dev-bce908,gdrive,SUCCESS,
evt_04b315e77b,2026-09-08T11:31:40Z,okta,acollins,67.61.40.73,London,GB,dev-dc78fb,slack,FAILURE,invalid_credentials
evt_7189f755cb,2026-09-08T11:32:17Z,okta,acollins,67.61.40.73,London,GB,dev-dc78fb,slack,SUCCESS,
evt_f20998b348,2026-09-08T11:32:37Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_49688217a5,2026-09-08T11:33:32Z,okta,bgray,198.51.100.40,New York,US,dev-ade581,gdrive,SUCCESS,
evt_01d56d51ff,2026-09-08T11:33:37Z,okta,nwhite,198.51.100.40,New York,US,dev-bff8ee,slack,SUCCESS,
evt_341f54759e,2026-09-08T11:34:15Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_76fc7ea696,2026-09-08T11:34:46Z,okta,dwilson,203.0.113.20,London,GB,dev-fe6fdb,gdrive,SUCCESS,
evt_9b99fe95ef,2026-09-08T11:35:36Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_33100c9da9,2026-09-08T11:37:12Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_c824b5ebbd,2026-09-08T11:37:23Z,okta,sperez,203.0.113.20,London,GB,dev-ba8bff,gdrive,SUCCESS,
evt_d4e3fdc7ee,2026-09-08T11:38:29Z,okta,nwhite,198.51.100.40,New York,US,dev-bff8ee,slack,SUCCESS,
evt_fc14075cd9,2026-09-08T11:38:35Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_617ec3434d,2026-09-08T11:38:39Z,okta,rtaylor,73.213.39.154,London,GB,dev-ccf588,email,SUCCESS,
evt_f5e8b7d1ee,2026-09-08T11:38:51Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_675cf8cd2a,2026-09-08T11:40:03Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_f4964ba503,2026-09-08T11:41:37Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_e1a08241c2,2026-09-08T11:42:12Z,okta,abryant,67.209.247.38,London,GB,dev-c2c7c5,workday,SUCCESS,
evt_0fab54bfb2,2026-09-08T11:42:59Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_74370becb2,2026-09-08T11:44:20Z,okta,kbell,67.64.130.199,London,GB,dev-051800,gdrive,SUCCESS,
evt_a67ab77a54,2026-09-08T11:44:21Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_bb85dc3910,2026-09-08T11:45:47Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_dafdb5feee,2026-09-08T11:47:27Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_ecd9f90f8e,2026-09-08T11:48:32Z,okta,wbutler,198.51.100.40,New York,US,dev-ce6751,jira,SUCCESS,
evt_cce6cc1d50,2026-09-08T11:48:58Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_bcb9850a2b,2026-09-08T11:49:03Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_96d0e9cf93,2026-09-08T11:50:28Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_374eb3afd7,2026-09-08T11:51:59Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_0af49c9d5b,2026-09-08T11:53:29Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_65f276038c,2026-09-08T11:55:01Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_d8f16457dc,2026-09-08T11:55:35Z,okta,thill,99.158.217.51,London,GB,dev-c448b8,github,SUCCESS,
evt_05a12296ee,2026-09-08T11:56:27Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_d861ce8738,2026-09-08T11:56:48Z,okta,kchen,198.51.100.40,New York,US,dev-dc1bfe,email,SUCCESS,
evt_33a93d6355,2026-09-08T11:58:05Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_b1a6dc736d,2026-09-08T11:58:49Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_d4a342edf0,2026-09-08T11:59:33Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_1f4ff83a9d,2026-09-08T12:00:00Z,okta,jbrooks,198.51.100.70,Austin,US,dev-f75287,email,SUCCESS,
evt_aa546f5739,2026-09-08T12:00:00Z,okta,jpowell,73.69.163.142,Chicago,US,dev-efef6e,gdrive,SUCCESS,
evt_7b9acf6abf,2026-09-08T12:01:08Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_a894db4d25,2026-09-08T12:01:34Z,okta,jbrown,73.212.176.150,New York,US,dev-bffe10,slack,SUCCESS,
evt_21f7af867c,2026-09-08T12:02:28Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_44d05b4e16,2026-09-08T12:04:00Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_116ae74873,2026-09-08T12:04:20Z,okta,amartin,203.0.113.20,London,GB,dev-6b3705,email,SUCCESS,
evt_7f2c927fef,2026-09-08T12:05:00Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_aa2ac6dfbb,2026-09-08T12:05:07Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_dfb3ef9067,2026-09-08T12:05:14Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_13957f6a9e,2026-09-08T12:05:19Z,okta,bgreen,73.5.25.238,London,GB,dev-f40dcb,slack,SUCCESS,
evt_f38b69aec8,2026-09-08T12:05:22Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_e5d1dd8996,2026-09-08T12:05:28Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_dcfc2f68e7,2026-09-08T12:05:31Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_c6d439d202,2026-09-08T12:05:35Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_044ebfe754,2026-09-08T12:05:43Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_b1fe1842f5,2026-09-08T12:05:51Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_ac9523b4fe,2026-09-08T12:05:57Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_76706a0c50,2026-09-08T12:06:03Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_1a6ae68e9c,2026-09-08T12:06:10Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_39027cd3b9,2026-09-08T12:06:17Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_e34a136982,2026-09-08T12:06:24Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_04c8aef827,2026-09-08T12:06:32Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_0a0049b2ba,2026-09-08T12:06:40Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_3814fcf9a6,2026-09-08T12:06:47Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_17702f51f1,2026-09-08T12:06:53Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_8cb981ae50,2026-09-08T12:06:59Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_d246e7f110,2026-09-08T12:07:06Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_a5c864dad4,2026-09-08T12:07:09Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_3d02b49c73,2026-09-08T12:07:14Z,okta,svc_backup,10.20.4.22,,,srv-bkp01,gdrive,SUCCESS,
evt_178a920e21,2026-09-08T12:07:58Z,okta,acollins,67.61.40.73,London,GB,dev-dc78fb,slack,SUCCESS,
evt_22a52121cd,2026-09-08T12:08:24Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_45203a710c,2026-09-08T12:08:59Z,okta,bgray,198.51.100.40,New York,US,dev-ade581,slack,SUCCESS,
evt_40ce49551f,2026-09-08T12:09:13Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_30f25de0eb,2026-09-08T12:09:57Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_05904f5bbd,2026-09-08T12:11:32Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_9a0559d036,2026-09-08T12:13:00Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_8cb4f39fe5,2026-09-08T12:14:38Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_5bfa9273f0,2026-09-08T12:14:50Z,okta,abryant,67.209.247.38,London,GB,dev-7ecba6,email,SUCCESS,
evt_ba6d8a781c,2026-09-08T12:16:21Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_08311ad0be,2026-09-08T12:16:22Z,okta,pmartin,73.212.31.199,London,GB,dev-bce908,slack,SUCCESS,
evt_b68070d89d,2026-09-08T12:17:56Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_368aba9b09,2026-09-08T12:18:52Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
evt_8368fdd110,2026-09-08T12:19:31Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_a62167699f,2026-09-08T12:21:09Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_73a1ed857e,2026-09-08T12:22:41Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_a1120b3ddb,2026-09-08T12:24:19Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_e3e6621757,2026-09-08T12:25:52Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_f67f81db8b,2026-09-08T12:26:52Z,okta,rstewart,71.219.99.15,New York,US,dev-ce416d,slack,SUCCESS,
evt_191baddf2f,2026-09-08T12:27:02Z,okta,thill,99.158.217.51,London,GB,dev-c448b8,slack,SUCCESS,
evt_3ad2377db2,2026-09-08T12:27:18Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_045c25e2b7,2026-09-08T12:27:48Z,okta,abell,198.51.100.40,New York,US,dev-ee1d8b,email,SUCCESS,
evt_8b03d376d3,2026-09-08T12:28:18Z,okta,abryant,67.209.247.38,London,GB,dev-7ecba6,email,SUCCESS,
evt_619e194682,2026-09-08T12:28:42Z,okta,svc_etl_reporting,10.20.4.15,,,srv-etl01,salesforce,SUCCESS,
evt_68133649dc,2026-09-08T12:29:06Z,okta,svc_jenkins,10.20.8.3,,,srv-ci02,github,SUCCESS,
