alert_id,alert_time,user,account_type,department,office,privileged,tenure_days,days_until_departure,rule_name,new_device,new_country,geo_velocity_kmh,failed_logins_1h,hour_unusualness,mfa_method,asn_type,ip_reputation,logins_24h,logins_7d,distinct_ips_7d,bytes_out_mb,session_minutes,browser,os,user_agent_length,analyst,triage_minutes,verdict
ALR-005872,2026-04-07T03:13:11Z,pross,human,Sales,Remote,0,1955,,R03_failed_login_burst,1,0,0.0,17,0.119,sms,residential,73.0,8,55,2,16.4,8.8,safari,macos,160,a6,7.8,false_positive
ALR-005873,2026-04-07T03:36:16Z,jtaylor,human,Finance,Remote,0,2051,,R05_new_country,0,1,33.0,2,0.335,push,corporate,65.0,12,90,4,27.1,61.7,chrome,macos,210,a4,10.3,false_positive
ALR-005874,2026-04-07T03:42:06Z,ereed5,human,Security,London,1,638,,R02_new_device,1,0,0.0,0,0.342,push,residential,,15,96,5,11.8,16.2,chrome,windows,148,a6,12.5,false_positive
ALR-005875,2026-04-07T03:42:47Z,sclark,human,Sales,New York,1,2744,,R06_risky_ip,0,0,0.0,0,0.233,push,residential,62.0,6,40,1,16.8,44.0,chrome,macos,158,a6,12.3,false_positive
ALR-005876,2026-04-07T03:49:05Z,bcoleman6,human,Operations,San Francisco,0,2377,,R05_new_country,0,1,0.0,0,0.488,totp,residential,78.0,10,56,4,18.8,25.3,safari,android,186,a5,7.1,false_positive
ALR-005877,2026-04-07T03:56:41Z,svc_billing_sync,service,Service,Datacenter,1,520,,R01_impossible_travel,1,0,5976.0,0,0.129,push,residential,86.0,405,2416,9,32.5,29.3,chrome,windows,227,a5,3.7,false_positive
ALR-005878,2026-04-07T03:58:26Z,jwhite,human,Marketing,San Francisco,0,847,,R01_impossible_travel,0,0,723.0,0,0.404,push,residential,84.0,8,48,2,16.8,31.2,safari,windows,90,a5,8.6,false_positive
ALR-005879,2026-04-07T04:42:17Z,awright3,human,Engineering,New York,0,1473,,R01_impossible_travel,0,0,1143.0,0,0.279,sms,residential,52.0,7,51,2,20.0,64.7,chrome,macos,157,a3,16.3,false_positive
ALR-005880,2026-04-07T04:47:01Z,speterson,human,Sales,Remote,0,942,,R01_impossible_travel,0,0,1197.0,0,0.587,push,residential,80.0,10,61,1,10.4,29.2,chrome,windows,258,a1,2.3,false_positive
ALR-005881,2026-04-07T05:00:00Z,svc_billing_sync,service,Service,Datacenter,1,520,,R02_new_device,1,0,0.0,0,0.465,push,residential,84.0,403,2443,3,6.0,18.7,chrome,windows,144,a4,15.7,false_positive
ALR-005882,2026-04-07T05:05:37Z,rwashington,human,Marketing,New York,0,1545,,R05_new_country,0,1,0.0,2,0.382,push,residential,49.0,10,64,4,20.4,18.7,chrome,android,172,a1,7.2,false_positive
ALR-005883,2026-04-07T05:16:23Z,jwhite,human,Marketing,San Francisco,0,847,,R04_off_hours,0,1,783.0,3,0.626,push,corporate,92.0,8,50,5,16.6,66.6,chrome,macos,225,a2,6.9,false_positive
ALR-005884,2026-04-07T05:19:01Z,prichardson8,human,Security,London,0,1680,,R04_off_hours,0,0,429.0,0,0.641,totp,corporate,71.0,8,49,2,9.2,42.2,chrome,macos,126,a2,3.3,false_positive
ALR-005885,2026-04-07T05:22:58Z,bcooper,human,Engineering,San Francisco,0,2009,,R01_impossible_travel,0,0,887.0,0,0.648,totp,residential,85.0,6,33,2,14.9,57.2,edge,macos,117,a6,35.1,false_positive
ALR-005886,2026-04-07T05:28:27Z,jtaylor,human,Finance,Remote,0,2051,,R03_failed_login_burst,0,0,0.0,10,0.399,push,residential,36.0,11,74,4,23.4,34.5,safari,windows,184,a1,11.8,false_positive
ALR-005887,2026-04-07T05:39:23Z,ljones2,human,Sales,New York,0,756,,R06_risky_ip,0,0,0.0,0,0.422,push,mobile,77.0,5,35,4,281.9,18.0,safari,macos,169,a3,11.1,false_positive
ALR-005888,2026-04-07T05:41:33Z,gbrooks,human,Sales,San Francisco,0,726,,R06_risky_ip,0,0,0.0,1,0.168,push,hosting,,7,47,2,26.6,13.3,chrome,windows,202,a6,21.4,false_positive
ALR-005889,2026-04-07T05:43:24Z,jwright,human,Engineering,San Francisco,0,2930,,R06_risky_ip,0,0,0.0,0,0.512,push,hosting,,8,57,3,67.9,49.3,edge,windows,147,a4,9.3,false_positive
ALR-005890,2026-04-07T05:43:47Z,kbutler,human,Operations,London,0,148,,R06_risky_ip,1,0,0.0,1,0.377,push,hosting,,11,61,2,48.3,53.3,safari,windows,207,a1,11.8,false_positive
ALR-005891,2026-04-07T05:47:44Z,lhill,human,Security,San Francisco,0,1590,,R02_new_device,1,0,0.0,0,0.573,push,residential,54.0,11,62,2,11.1,9.8,chrome,windows,207,a5,21.9,false_positive
ALR-005892,2026-04-07T05:52:15Z,scox4,human,Sales,Remote,0,1813,,R04_off_hours,0,0,0.0,0,0.649,push,residential,38.0,8,47,2,271.3,17.4,chrome,windows,183,a5,35.4,false_positive
ALR-005893,2026-04-07T06:06:32Z,ghayes,human,Engineering,San Francisco,1,1501,,R02_new_device,1,0,0.0,0,0.259,totp,residential,75.0,10,70,3,15.5,16.9,chrome,windows,255,a6,14.2,false_positive
ALR-005894,2026-04-07T06:23:00Z,bcarter,human,People,Austin,0,1418,,R06_risky_ip,0,0,0.0,0,0.16,totp,mobile,86.0,8,52,4,15.1,7.2,chrome,macos,223,a1,7.3,false_positive
ALR-005895,2026-04-07T06:26:33Z,gdavis,human,Sales,Austin,0,1701,,R05_new_country,0,1,0.0,0,0.43,totp,mobile,48.0,15,109,3,31.8,46.1,safari,android,159,a1,3.9,false_positive
ALR-005896,2026-04-07T06:28:05Z,alewis,human,Engineering,San Francisco,0,1472,,R02_new_device,1,0,0.0,0,0.108,sms,residential,52.0,8,50,1,14.7,12.6,edge,windows,174,a4,2.9,false_positive
ALR-005897,2026-04-07T06:31:04Z,gmitchell8,human,Engineering,San Francisco,0,2998,,R01_impossible_travel,0,0,1353.0,0,0.231,push,corporate,77.0,6,39,2,40.0,11.1,chrome,ios,178,a3,7.1,false_positive
ALR-005898,2026-04-07T06:46:39Z,kanderson,human,Engineering,Austin,0,1452,143.0,R04_off_hours,0,1,0.0,0,0.608,totp,corporate,68.0,11,81,6,10.6,132.3,edge,windows,200,a5,10.6,false_positive
ALR-005899,2026-04-07T06:53:18Z,rcollins,human,Engineering,London,0,2085,,R06_risky_ip,1,0,0.0,0,0.267,totp,hosting,37.0,6,43,1,47.3,14.0,edge,macos,255,a2,14.2,false_positive
ALR-005900,2026-04-07T07:00:21Z,smorgan5,human,Sales,San Francisco,1,2756,,R06_risky_ip,0,0,718.0,0,0.5,push,hosting,15.0,16,112,5,33.2,15.9,chrome,macos,109,a4,4.7,false_positive
ALR-005901,2026-04-07T07:11:18Z,sadams,human,Marketing,New York,0,1374,,R06_risky_ip,0,0,179.0,0,0.102,push,hosting,31.0,8,57,3,5.7,8.4,safari,ios,173,a5,4.8,false_positive
ALR-005902,2026-04-07T07:12:11Z,ghall,human,Engineering,San Francisco,1,805,,R03_failed_login_burst,1,0,0.0,11,0.607,push,hosting,30.0,13,81,3,15.0,29.0,safari,macos,244,a3,24.8,true_positive
ALR-005903,2026-04-07T07:19:00Z,jmurphy4,human,Engineering,New York,0,2410,89.0,R04_off_hours,0,0,0.0,0,0.781,sms,residential,67.0,12,88,3,41.8,15.0,safari,macos,117,a5,5.2,false_positive
ALR-005904,2026-04-07T07:19:38Z,awilson,human,Engineering,San Francisco,0,647,,R02_new_device,1,0,0.0,1,0.102,push,mobile,73.0,11,82,5,2.3,43.2,firefox,android,222,a6,11.9,false_positive
ALR-005905,2026-04-07T07:20:11Z,svc_etl_reporting,service,Service,Datacenter,1,19,,R04_off_hours,0,0,1138.0,1,0.598,push,residential,68.0,382,2741,3,9.8,20.0,firefox,windows,224,a5,3.0,false_positive
ALR-005906,2026-04-07T07:26:46Z,kharris,human,Sales,Remote,0,3004,,R02_new_device,1,0,0.0,0,0.136,push,corporate,69.0,13,86,4,42.0,14.6,chrome,macos,206,a1,14.9,true_positive
ALR-005907,2026-04-07T07:27:22Z,svc_billing_sync,service,Service,Datacenter,1,520,,R01_impossible_travel,0,0,2345.0,0,0.287,push,corporate,69.0,395,2922,1,14.0,20.6,chrome,macos,190,a4,4.3,false_positive
ALR-005908,2026-04-07T07:28:54Z,glee,human,Operations,Austin,1,114,,R03_failed_login_burst,0,0,0.0,9,0.348,push,residential,49.0,10,62,4,12.9,12.9,safari,macos,254,a3,12.2,false_positive
ALR-005909,2026-04-07T08:02:01Z,jdavis,human,Sales,Austin,0,1960,,R04_off_hours,0,0,0.0,0,0.715,none,mobile,66.0,7,46,2,86.6,15.5,firefox,windows,228,a4,11.1,false_positive
ALR-005910,2026-04-07T08:03:02Z,glee,human,Operations,Austin,1,114,,R01_impossible_travel,1,0,1212.0,0,0.187,totp,residential,54.0,8,50,6,126.3,7.3,safari,macos,194,a1,50.2,true_positive
ALR-005911,2026-04-07T08:12:26Z,bfoster,human,Operations,Remote,0,413,,R02_new_device,1,0,0.0,0,0.362,totp,corporate,54.0,9,57,2,173.5,34.6,chrome,macos,200,a4,22.9,false_positive
ALR-005912,2026-04-07T08:17:12Z,ssmith,human,Sales,New York,0,1233,,R02_new_device,1,0,324.0,1,0.532,sms,residential,93.0,16,93,4,7.9,7.9,safari,windows,195,a2,5.9,false_positive
ALR-005913,2026-04-07T08:20:51Z,npatterson,human,Marketing,New York,0,649,,R05_new_country,0,1,0.0,0,0.245,push,residential,92.0,8,55,5,101.0,154.6,chrome,macos,146,a1,9.8,false_positive
ALR-005914,2026-04-07T08:31:08Z,rbell,human,Engineering,New York,0,1901,,R05_new_country,0,1,0.0,1,0.218,push,residential,45.0,11,74,3,12.2,74.9,safari,macos,189,a1,10.3,false_positive
ALR-005915,2026-04-07T08:31:21Z,jmurphy4,human,Engineering,New York,0,2410,89.0,R02_new_device,1,0,93.0,0,0.539,sms,residential,69.0,13,97,3,15.3,15.8,edge,windows,119,a3,12.1,false_positive
ALR-005916,2026-04-07T08:32:54Z,crogers,human,Marketing,San Francisco,0,2178,,R06_risky_ip,0,0,0.0,0,0.431,push,residential,,8,52,2,21.5,23.5,chrome,macos,194,a6,8.4,false_positive
ALR-005917,2026-04-07T08:37:25Z,mbrooks,human,Sales,San Francisco,0,1465,,R04_off_hours,0,0,0.0,1,0.677,totp,corporate,,7,41,4,2.6,12.0,safari,android,188,a5,16.0,false_positive
ALR-005918,2026-04-07T09:03:44Z,rcollins,human,Engineering,London,0,2085,,R06_risky_ip,0,0,0.0,1,0.67,push,hosting,30.0,13,76,3,25.2,34.3,safari,macos,228,a3,7.6,false_positive
ALR-005919,2026-04-07T09:05:20Z,ssmith6,human,Security,New York,0,1179,,R05_new_country,0,1,0.0,1,0.534,sms,residential,91.0,11,66,2,19.8,99.6,chrome,windows,100,a3,6.7,false_positive
ALR-005920,2026-04-07T09:12:54Z,svc_billing_sync,service,Service,Datacenter,1,520,,R06_risky_ip,0,0,0.0,0,0.113,push,hosting,12.0,423,3055,1,6.3,24.6,safari,windows,121,a5,7.9,false_positive
ALR-005921,2026-04-07T09:17:18Z,ralexander6,human,Finance,New York,0,2460,,R04_off_hours,0,0,0.0,0,0.695,sms,corporate,87.0,9,61,2,19.7,82.9,edge,windows,201,a5,11.4,false_positive
ALR-005922,2026-04-07T09:17:57Z,ascott,human,Finance,London,1,784,,R04_off_hours,1,0,0.0,0,0.804,push,residential,76.0,14,99,3,2.0,39.9,edge,windows,134,a6,10.0,false_positive
ALR-005923,2026-04-07T09:29:49Z,mrogers,human,Sales,San Francisco,0,1661,61.0,R04_off_hours,0,0,0.0,0,0.873,push,residential,68.0,10,68,1,22.7,8.6,edge,macos,197,a1,5.0,false_positive
ALR-005924,2026-04-07T09:55:27Z,jpatel,human,People,Austin,0,1572,,R02_new_device,1,0,0.0,0,0.274,push,residential,67.0,11,66,1,7.6,18.9,edge,macos,241,a1,18.5,false_positive
ALR-005925,2026-04-07T10:06:04Z,asanchez2,human,Sales,London,0,985,,R02_new_device,1,0,0.0,0,0.301,push,mobile,87.0,8,45,3,1.8,20.7,chrome,macos,117,a3,2.1,false_positive
ALR-005926,2026-04-07T10:11:09Z,nmoore,human,Marketing,San Francisco,0,2663,,R04_off_hours,0,0,0.0,0,0.444,totp,corporate,84.0,13,94,3,3.2,44.4,edge,windows,198,a1,13.7,false_positive
ALR-005927,2026-04-07T10:22:49Z,jtaylor,human,Finance,Remote,0,2051,,R02_new_device,1,0,67.0,0,0.099,totp,corporate,95.0,11,63,3,10.2,5.3,chrome,macos,176,a3,17.5,false_positive
ALR-005928,2026-04-07T10:25:00Z,svc_crm_export,service,Service,Datacenter,1,2159,,R01_impossible_travel,0,0,1003.0,0,0.511,totp,residential,,346,2381,2,12.6,14.9,firefox,macos,99,a2,17.9,true_positive
ALR-005928,2026-04-07T10:25:00Z,svc_crm_export,service,Service,Datacenter,1,2159,,R01_impossible_travel,0,0,1003.0,0,0.511,totp,residential,,346,2381,2,12.6,14.9,firefox,macos,99,a2,17.9,true_positive
ALR-005929,2026-04-07T10:31:02Z,crogers,human,Marketing,San Francisco,0,2178,,R05_new_country,0,1,0.0,1,0.524,push,residential,,8,53,3,1.5,4.2,chrome,windows,232,a1,31.6,true_positive
ALR-005930,2026-04-07T10:33:06Z,fperez,human,Sales,Austin,0,2995,,R06_risky_ip,0,0,0.0,0,0.504,sms,mobile,76.0,13,77,2,5.5,72.8,safari,macos,250,a1,5.9,false_positive
ALR-005931,2026-04-07T10:36:29Z,ajackson,human,Sales,San Francisco,0,1899,,R02_new_device,1,0,0.0,0,0.264,push,residential,63.0,4,26,3,71.1,18.4,firefox,windows,237,a5,8.4,false_positive
ALR-005932,2026-04-07T10:42:51Z,kross,human,Operations,London,0,2488,,R03_failed_login_burst,1,0,0.0,7,0.294,totp,corporate,83.0,8,48,2,3.2,8.1,chrome,windows,95,a3,12.4,false_positive
ALR-005933,2026-04-07T10:47:26Z,tmiller6,human,Finance,Remote,0,190,,R04_off_hours,0,0,0.0,1,0.801,sms,residential,73.0,8,49,1,77.1,10.6,chrome,windows,164,a6,3.5,false_positive
ALR-005934,2026-04-07T10:49:32Z,njackson,human,Engineering,San Francisco,1,2583,,R04_off_hours,1,0,0.0,0,0.833,sms,mobile,64.0,8,57,4,12.2,35.2,edge,macos,107,a5,14.3,false_positive
ALR-005935,2026-04-07T10:50:07Z,svc_deploy,service,Service,Datacenter,1,30,,R03_failed_login_burst,1,0,0.0,14,0.124,sms,residential,37.0,362,2085,2,4.6,119.0,chrome,macos,177,a2,63.1,true_positive
ALR-005936,2026-04-07T10:50:24Z,tcox,human,Engineering,San Francisco,0,864,,R02_new_device,1,0,254.0,0,0.469,push,residential,63.0,10,73,2,70.3,31.6,chrome,macos,113,a3,13.4,false_positive
ALR-005937,2026-04-07T11:05:05Z,gtorres,human,Operations,London,0,1274,,R02_new_device,1,0,0.0,0,0.672,sms,corporate,86.0,7,40,4,7.8,6.5,safari,macos,153,a1,39.8,true_positive
ALR-005938,2026-04-07T11:16:29Z,awood3,human,Engineering,London,0,1736,,R04_off_hours,1,0,0.0,0,0.695,push,residential,67.0,10,60,6,56.2,7.2,chrome,windows,122,a3,19.3,false_positive
ALR-005939,2026-04-07T11:27:18Z,pgriffin5,human,Engineering,London,0,1757,,R03_failed_login_burst,0,0,0.0,11,0.466,sms,residential,,7,44,2,57.0,62.5,safari,macos,185,a1,16.8,false_positive
ALR-005940,2026-04-07T11:45:29Z,groberts5,human,People,Remote,1,2647,,R03_failed_login_burst,1,0,0.0,9,0.762,push,mobile,73.0,9,57,1,9.0,15.8,chrome,windows,158,a1,50.1,true_positive
ALR-005941,2026-04-07T12:00:02Z,bwood,human,Engineering,Austin,0,849,,R03_failed_login_burst,0,0,0.0,13,0.184,sms,corporate,56.0,10,62,5,91.8,121.0,chrome,android,249,a4,12.0,false_positive
ALR-005942,2026-04-07T12:05:28Z,ntaylor,human,Operations,Austin,0,1905,30.0,R06_risky_ip,0,0,0.0,0,0.477,push,hosting,,11,80,2,49.5,44.4,safari,windows,226,a4,13.8,false_positive
ALR-005943,2026-04-07T12:05:47Z,srussell,human,Engineering,San Francisco,0,217,,R05_new_country,0,1,223.0,0,0.382,push,corporate,82.0,12,75,2,4.0,38.8,chrome,macos,209,a2,7.8,false_positive
ALR-005944,2026-04-07T12:14:45Z,bflores,human,Finance,Austin,0,2581,,R06_risky_ip,0,0,0.0,0,0.275,totp,hosting,39.0,10,70,5,12.8,14.2,safari,macos,198,a2,17.5,false_positive
ALR-005945,2026-04-07T12:15:55Z,svc_etl_reporting,service,Service,Datacenter,1,19,,R06_risky_ip,0,0,0.0,0,0.24,push,residential,80.0,433,2661,3,36.8,12.0,safari,android,239,a3,13.3,false_positive
ALR-005946,2026-04-07T12:17:27Z,plopez,human,Operations,New York,0,1498,,R05_new_country,1,1,0.0,1,0.338,totp,mobile,78.0,13,77,7,32.0,7.2,chrome,ios,136,a6,10.0,false_positive
ALR-005947,2026-04-07T12:34:04Z,dmiller,human,Sales,New York,0,1576,,R03_failed_login_burst,0,0,0.0,11,0.506,push,residential,63.0,5,29,2,10.6,161.6,firefox,ios,163,a2,8.9,false_positive
ALR-005948,2026-04-07T13:01:08Z,acollins,human,Engineering,San Francisco,0,2934,,R05_new_country,1,1,0.0,0,0.232,push,residential,83.0,12,67,4,19.6,10.1,chrome,windows,189,a1,39.4,true_positive
ALR-005949,2026-04-07T13:06:33Z,awright3,human,Engineering,New York,0,1473,,R03_failed_login_burst,1,0,0.0,14,0.397,push,residential,59.0,9,63,3,7.3,75.9,safari,windows,179,a6,17.3,false_positive
ALR-005950,2026-04-07T13:08:16Z,dsimmons4,human,Security,Remote,0,543,,R06_risky_ip,0,0,0.0,3,0.553,sms,hosting,41.0,10,72,2,120.0,10.2,edge,macos,232,a1,36.8,false_positive
ALR-005951,2026-04-07T13:35:46Z,swalker,human,Engineering,San Francisco,0,1550,,R01_impossible_travel,0,0,743.0,0,0.563,none,hosting,65.0,11,73,2,86.7,48.5,chrome,macos,241,a3,14.0,false_positive
ALR-005952,2026-04-07T13:57:39Z,ahill,human,Operations,San Francisco,0,2214,,R02_new_device,1,0,337.0,0,0.244,push,residential,78.0,9,66,3,6.9,15.6,safari,windows,121,a4,14.9,false_positive
ALR-005953,2026-04-07T13:59:31Z,mgarcia,human,Sales,Remote,0,2060,,R03_failed_login_burst,0,0,0.0,10,0.598,push,mobile,68.0,6,35,4,13.6,18.7,chrome,macos,215,a2,28.2,false_positive
ALR-005954,2026-04-07T14:00:17Z,bward,human,Engineering,London,1,2863,,R04_off_hours,0,0,0.0,0,0.497,push,residential,65.0,10,74,1,14.4,27.9,edge,android,120,a5,9.7,false_positive
ALR-005955,2026-04-07T14:17:50Z,mrogers,human,Sales,San Francisco,0,1661,61.0,R02_new_device,1,0,0.0,1,0.286,push,corporate,85.0,7,42,5,12.7,9.1,safari,macos,193,a3,15.6,false_positive
ALR-005956,2026-04-07T14:18:24Z,cmorris,human,Operations,London,0,2401,,R02_new_device,1,0,0.0,0,0.377,totp,residential,61.0,12,80,5,35.9,21.7,chrome,macos,164,a2,13.3,false_positive
ALR-005957,2026-04-07T14:20:02Z,srussell,human,Engineering,San Francisco,0,217,,R05_new_country,1,1,0.0,0,0.629,sms,mobile,75.0,12,85,4,0.7,4.1,chrome,macos,204,a3,13.7,false_positive
ALR-005958,2026-04-07T14:23:10Z,jadams,human,Engineering,Remote,0,1480,,R06_risky_ip,0,0,0.0,0,0.196,push,hosting,24.0,7,46,4,96.0,68.4,chrome,windows,240,a5,10.0,false_positive
ALR-005959,2026-04-07T14:23:53Z,mwright,human,Sales,San Francisco,0,1597,,R03_failed_login_burst,1,0,0.0,11,0.23,push,corporate,64.0,8,57,3,14.1,9.5,chrome,windows,117,a6,39.5,true_positive
ALR-005960,2026-04-07T14:26:24Z,sthomas,human,Sales,San Francisco,0,2132,,R03_failed_login_burst,0,0,264.0,10,0.437,push,corporate,64.0,11,70,3,133.0,9.5,chrome,macos,252,a3,6.4,false_positive
ALR-005961,2026-04-07T14:29:50Z,amorris,human,Operations,London,0,2870,,R04_off_hours,0,0,0.0,0,0.584,sms,residential,90.0,8,57,3,13.7,79.6,edge,macos,167,a5,7.9,false_positive
ALR-005962,2026-04-07T14:34:51Z,acook5,human,Marketing,New York,0,2718,,R03_failed_login_burst,0,0,0.0,11,0.201,push,residential,74.0,10,57,1,109.8,28.6,edge,macos,225,a2,8.2,false_positive
ALR-005962,2026-04-07T14:34:51Z,acook5,human,Marketing,New York,0,2718,,R03_failed_login_burst,0,0,0.0,11,0.201,push,residential,74.0,10,57,1,109.8,28.6,edge,macos,225,a2,8.2,false_positive
ALR-005963,2026-04-07T14:38:35Z,mrussell,human,Operations,Austin,0,1044,,R06_risky_ip,0,0,0.0,0,0.68,push,hosting,65.0,12,74,3,101.7,53.5,chrome,macos,214,a2,9.4,false_positive
ALR-005964,2026-04-07T14:40:58Z,brussell7,human,Finance,San Francisco,0,2808,,R01_impossible_travel,0,0,4696.0,0,0.318,push,hosting,29.0,8,57,1,67.8,30.8,safari,windows,207,a1,16.2,false_positive
ALR-005965,2026-04-07T15:03:43Z,smorgan5,human,Sales,San Francisco,1,2756,,R04_off_hours,0,0,278.0,1,0.817,push,residential,64.0,9,63,3,21.2,12.8,firefox,windows,93,a6,7.6,false_positive
ALR-005966,2026-04-07T15:09:01Z,wjenkins,human,Engineering,Austin,0,68,,R06_risky_ip,1,0,0.0,0,0.213,sms,residential,62.0,9,62,8,36.8,16.1,chrome,macos,243,a1,10.3,false_positive
ALR-005967,2026-04-07T15:21:45Z,sadams,human,Marketing,New York,0,1374,,R06_risky_ip,0,0,0.0,1,0.186,totp,hosting,46.0,9,60,2,9.4,37.9,safari,android,243,a4,5.2,false_positive
ALR-005968,2026-04-07T15:45:04Z,swalker,human,Engineering,San Francisco,0,1550,,R02_new_device,1,0,0.0,1,0.542,sms,residential,,10,60,4,9.3,9.5,edge,windows,136,a4,10.7,false_positive
ALR-005969,2026-04-07T16:12:16Z,lharris8,human,Sales,New York,0,1395,,R05_new_country,1,1,241.0,0,0.363,sms,residential,58.0,12,76,3,72.0,43.5,edge,ios,252,a4,16.5,false_positive
ALR-005970,2026-04-07T16:12:24Z,lhill,human,Security,San Francisco,0,1590,,R02_new_device,1,0,0.0,1,0.39,totp,mobile,87.0,15,86,4,4.6,42.5,chrome,android,109,a2,8.6,false_positive
ALR-005971,2026-04-07T16:12:50Z,sperry,human,Engineering,Remote,0,2310,,R03_failed_login_burst,0,0,122.0,13,0.641,push,mobile,,8,55,3,2.3,28.6,chrome,macos,162,a1,12.1,false_positive
ALR-005972,2026-04-07T16:14:16Z,srussell,human,Engineering,San Francisco,0,217,,R01_impossible_travel,0,0,912.0,0,0.442,push,mobile,98.0,5,31,1,19.7,41.4,safari,ios,114,a3,2.9,false_positive
ALR-005973,2026-04-07T16:21:45Z,kwood,human,Finance,San Francisco,0,2485,,R06_risky_ip,0,0,0.0,0,0.372,push,residential,,14,79,1,48.4,78.4,chrome,windows,167,a1,6.0,false_positive
ALR-005974,2026-04-07T16:26:55Z,mbaker,human,Engineering,San Francisco,0,1183,6.0,R04_off_hours,0,0,0.0,0,0.697,push,mobile,88.0,8,44,2,5.7,60.0,edge,android,224,a1,5.4,false_positive
ALR-005975,2026-04-07T16:39:01Z,mgonzales,human,Operations,Remote,0,1063,,R05_new_country,0,1,0.0,0,0.435,totp,residential,65.0,11,82,4,11.4,16.9,safari,windows,93,a5,6.8,false_positive
ALR-005976,2026-04-07T16:44:58Z,svc_billing_sync,service,Service,Datacenter,1,520,,R02_new_device,1,0,0.0,0,0.299,sms,mobile,,397,2629,5,82.2,46.4,safari,windows,105,a1,7.7,false_positive
ALR-005977,2026-04-07T16:54:09Z,plopez,human,Operations,New York,0,1498,,R03_failed_login_burst,0,0,0.0,9,0.276,push,hosting,26.0,11,73,3,15.3,63.7,chrome,macos,183,a2,21.3,false_positive
ALR-005978,2026-04-07T16:54:36Z,kmoore,human,Sales,Remote,1,656,,R06_risky_ip,0,0,0.0,0,0.149,totp,hosting,29.0,12,71,3,8.5,5.1,safari,macos,100,a5,19.4,false_positive
ALR-005979,2026-04-07T17:15:51Z,ejackson,human,Engineering,Remote,0,1013,,R01_impossible_travel,0,0,3034.0,0,0.282,sms,corporate,48.0,6,38,4,30.3,180.2,chrome,ios,187,a2,25.8,false_positive
ALR-005980,2026-04-07T17:20:36Z,dgonzales,human,Operations,London,0,1480,,R01_impossible_travel,0,0,1874.0,0,0.238,totp,residential,71.0,14,79,3,4.6,34.4,chrome,macos,245,a5,2.9,false_positive
ALR-005981,2026-04-07T17:28:56Z,pross,human,Sales,Remote,0,1955,,R03_failed_login_burst,0,0,0.0,13,0.314,sms,corporate,,9,65,3,307.6,24.7,chrome,windows,135,a6,27.5,false_positive
ALR-005982,2026-04-07T17:32:06Z,ahill,human,Operations,San Francisco,0,2214,,R03_failed_login_burst,0,0,0.0,9,0.426,push,residential,89.0,12,70,2,14.4,3.3,safari,macos,215,a3,6.6,false_positive
ALR-005983,2026-04-07T17:40:38Z,lsmith,human,Operations,San Francisco,1,1788,,R05_new_country,0,1,0.0,0,0.425,push,mobile,58.0,4,28,3,19.5,13.6,chrome,macos,206,a6,16.6,false_positive
ALR-005984,2026-04-07T17:48:37Z,ssmith,human,Sales,New York,0,1233,,R03_failed_login_burst,0,0,0.0,14,0.175,totp,residential,,11,77,2,33.2,22.4,chrome,windows,222,a1,5.2,false_positive
ALR-005985,2026-04-07T17:52:22Z,svc_jenkins,service,Service,Datacenter,1,2069,,R06_risky_ip,1,0,0.0,0,0.282,totp,hosting,19.0,413,2747,2,10.7,36.1,chrome,ios,114,a6,5.0,false_positive
ALR-005986,2026-04-07T18:12:34Z,dfoster,human,Sales,Remote,0,2862,,R02_new_device,1,0,0.0,0,0.413,totp,residential,68.0,4,26,6,30.4,23.7,chrome,windows,126,a5,6.3,false_positive
ALR-005987,2026-04-07T18:17:15Z,fbailey,human,Engineering,New York,0,967,,R05_new_country,0,1,0.0,0,0.189,push,corporate,91.0,8,58,4,16.5,8.3,chrome,macos,175,a6,11.2,false_positive
ALR-005988,2026-04-07T18:29:20Z,jadams,human,Engineering,Remote,0,1480,,R04_off_hours,1,0,0.0,1,0.577,push,mobile,57.0,9,58,3,8.8,70.1,safari,windows,177,a3,4.1,false_positive
ALR-005989,2026-04-07T18:29:30Z,mgonzales,human,Operations,Remote,0,1063,,R06_risky_ip,0,0,0.0,1,0.473,push,hosting,51.0,8,49,1,83.2,7.2,safari,macos,154,a3,8.2,false_positive
ALR-005990,2026-04-07T18:36:43Z,svc_jenkins,service,Service,Datacenter,1,2069,,R02_new_device,1,0,0.0,0,0.31,totp,residential,52.0,384,2524,4,18.2,19.7,edge,ios,145,a2,25.0,true_positive
ALR-005991,2026-04-07T19:04:50Z,ayoung4,human,Security,New York,0,1744,,R02_new_device,1,0,0.0,0,0.464,sms,residential,41.0,13,84,3,66.0,13.6,chrome,windows,239,a2,11.9,false_positive
ALR-005992,2026-04-07T19:08:47Z,dgonzales,human,Operations,London,0,1480,,R04_off_hours,0,0,0.0,0,0.602,push,corporate,63.0,6,35,2,4.4,42.4,edge,windows,252,a2,17.4,false_positive
ALR-005993,2026-04-07T19:13:19Z,cturner2,human,Sales,Austin,0,2596,,R06_risky_ip,0,0,0.0,0,0.558,sms,residential,73.0,9,61,2,3.4,26.0,firefox,windows,178,a1,11.8,false_positive
ALR-005994,2026-04-07T19:15:54Z,sallen,human,Operations,San Francisco,0,1160,,R04_off_hours,0,0,0.0,0,0.883,none,corporate,,14,100,3,8.2,27.2,chrome,windows,117,a2,30.2,false_positive
